Label,Value,Pos,Duration,Target
Spike+Ripple+Fast-Ripple,10,78.0469,0,A'1- SNR 5dB - #23
Ripple+Fast-Ripple,0,78.0547,0,OT'8- SNR 5dB - #21
Spike,5,78.0547,0,CR5- SNR 15dB - #28
Spike,3,78.0547,0,OT'8- SNR 5dB - #11
Ripple,0,78.0581,0,OT'8- SNR 15dB - #28
Spike+Ripple,10,78.0649,0,CR5- SNR 10dB - #12
Fast-Ripple,0,78.0679,0,PM6- SNR 5dB - #28
Spike,3,78.0684,0,CR5- SNR 5dB - #3
Ripple,0,78.0698,0,I6- SNR 15dB - #7
Ripple+Fast-Ripple,0,78.0708,0,CR5- SNR 15dB - #11
Ripple,0,78.0737,0,PM10- SNR 0dB - #18
Spike+Ripple+Fast-Ripple,9,78.0742,0,PM6- SNR 0dB - #27
Spike+Fast-Ripple,12,78.0796,0,I6- SNR 0dB - #21
Spike+Fast-Ripple,15,78.0796,0,A'1- SNR 0dB - #22
Spike+Ripple,4,78.0815,0,CR5- SNR 10dB - #25
Fast-Ripple,0,78.0864,0,B'1- SNR 15dB - #23
Spike+Ripple,13,78.0874,0,B'1- SNR 15dB - #1
Spike+Ripple,5,78.0889,0,OT'8- SNR 0dB - #29
Spike,1,78.0898,0,CR5- SNR 10dB - #1
Spike+Ripple+Fast-Ripple,15,78.0903,0,CR5- SNR 15dB - #14
Spike+Ripple,11,78.0918,0,A'1- SNR 10dB - #12
Spike+Ripple+Fast-Ripple,7,78.0942,0,CR5- SNR 10dB - #26
Spike+Fast-Ripple,6,78.0952,0,I6- SNR 10dB - #13
Spike+Ripple+Fast-Ripple,3,78.1045,0,OT'8- SNR 15dB - #26
Spike+Ripple+Fast-Ripple,2,78.1064,0,GPH'2- SNR 5dB - #29
Spike+Ripple,4,78.1079,0,B'1- SNR 0dB - #8
Spike,10,78.1128,0,PM10- SNR 5dB - #20
Spike,9,78.1167,0,OT'8- SNR 5dB - #4
Fast-Ripple,0,78.1172,0,I6- SNR 15dB - #8
Ripple+Fast-Ripple,0,78.1187,0,PM6- SNR 0dB - #20
Ripple,0,78.1187,0,OT'8- SNR 0dB - #19
Ripple,0,78.1221,0,PM6- SNR 15dB - #13
Spike,10,78.1235,0,PM6- SNR 15dB - #2
Fast-Ripple,0,78.126,0,GPH'2- SNR 10dB - #6
Spike+Ripple,9,78.127,0,B'1- SNR 0dB - #9
Spike+Ripple+Fast-Ripple,8,78.1309,0,PM6- SNR 5dB - #30
Spike+Ripple+Fast-Ripple,13,78.1348,0,I6- SNR 5dB - #14
Spike+Fast-Ripple,13,78.1387,0,PM10- SNR 0dB - #9
Spike+Ripple,6,78.1401,0,GPH'2- SNR 15dB - #20
Spike+Ripple,7,78.145,0,I6- SNR 0dB - #9
Ripple,0,78.1509,0,OT'8- SNR 10dB - #15
Spike+Fast-Ripple,7,78.1523,0,GPH'2- SNR 5dB - #17
Ripple,0,78.1528,0,GPH'2- SNR 15dB - #2
Spike+Ripple+Fast-Ripple,15,78.1577,0,GPH'2- SNR 0dB - #2
Ripple+Fast-Ripple,0,78.1611,0,I6- SNR 10dB - #29
Spike+Ripple,11,78.1621,0,B'1- SNR 5dB - #14
Spike,4,78.1626,0,PM6- SNR 10dB - #3
Fast-Ripple,0,78.1646,0,OT'8- SNR 10dB - #16
Fast-Ripple,0,78.1655,0,GPH'2- SNR 0dB - #13
Spike,9,78.1665,0,OT'8- SNR 10dB - #11
Ripple,0,78.1738,0,A'1- SNR 5dB - #28
Fast-Ripple,0,78.1758,0,CR5- SNR 15dB - #26
Spike+Ripple,8,78.1836,0,PM10- SNR 0dB - #2
Spike+Ripple,11,78.1958,0,PM10- SNR 5dB - #17
Ripple+Fast-Ripple,0,78.207,0,I6- SNR 10dB - #20
Spike+Fast-Ripple,3,78.2075,0,B'1- SNR 0dB - #26
Spike+Fast-Ripple,8,78.209,0,PM10- SNR 5dB - #4
Fast-Ripple,0,78.2124,0,A'1- SNR 5dB - #24
Fast-Ripple,0,78.2144,0,OT'8- SNR 5dB - #16
Ripple+Fast-Ripple,0,78.2148,0,GPH'2- SNR 0dB - #28
Fast-Ripple,0,78.2163,0,A'1- SNR 0dB - #1
Ripple+Fast-Ripple,0,78.2168,0,GPH'2- SNR 10dB - #3
Spike+Ripple+Fast-Ripple,14,78.2168,0,CR5- SNR 0dB - #4
Spike+Fast-Ripple,6,78.2246,0,GPH'2- SNR 0dB - #6
Spike+Fast-Ripple,5,78.2295,0,PM10- SNR 5dB - #6
Spike+Fast-Ripple,2,78.231,0,I6- SNR 10dB - #12
Spike,7,78.2393,0,I6- SNR 10dB - #22
Spike+Ripple+Fast-Ripple,5,78.2427,0,GPH'2- SNR 10dB - #11
Ripple+Fast-Ripple,0,78.2437,0,OT'8- SNR 15dB - #3
Fast-Ripple,0,78.2476,0,I6- SNR 0dB - #7
Spike,5,78.2505,0,GPH'2- SNR 5dB - #19
Ripple+Fast-Ripple,0,78.2515,0,I6- SNR 10dB - #10
Spike,9,78.2559,0,GPH'2- SNR 10dB - #27
Spike+Fast-Ripple,11,78.2563,0,A'1- SNR 0dB - #13
Ripple+Fast-Ripple,0,78.2617,0,PM10- SNR 0dB - #29
Fast-Ripple,0,78.2637,0,GPH'2- SNR 0dB - #30
Spike+Ripple,7,78.2671,0,CR5- SNR 10dB - #8
Spike+Fast-Ripple,14,78.2681,0,PM10- SNR 10dB - #3
Spike+Ripple+Fast-Ripple,14,78.2686,0,OT'8- SNR 15dB - #19
Ripple+Fast-Ripple,0,78.27,0,PM10- SNR 10dB - #18
Spike+Fast-Ripple,4,78.271,0,OT'8- SNR 10dB - #2
Spike,4,78.2798,0,OT'8- SNR 5dB - #26
Spike+Ripple,6,78.2837,0,OT'8- SNR 15dB - #6
Fast-Ripple,0,78.2881,0,PM6- SNR 15dB - #15
Fast-Ripple,0,78.29,0,CR5- SNR 5dB - #1
Spike,13,78.2964,0,B'1- SNR 15dB - #30
Ripple,0,78.2974,0,PM10- SNR 5dB - #15
Spike+Fast-Ripple,8,78.3018,0,PM10- SNR 0dB - #13
Spike,1,78.3022,0,GPH'2- SNR 10dB - #17
Spike,4,78.3062,0,GPH'2- SNR 0dB - #15
Spike+Ripple,3,78.3125,0,PM10- SNR 10dB - #8
Spike+Ripple+Fast-Ripple,8,78.3164,0,A'1- SNR 10dB - #30
Ripple,0,78.3223,0,I6- SNR 0dB - #12
Ripple,0,78.3325,0,B'1- SNR 10dB - #24
Ripple,0,78.3359,0,PM6- SNR 0dB - #6
Spike+Ripple,10,78.3379,0,PM10- SNR 0dB - #16
Spike+Fast-Ripple,6,78.3384,0,GPH'2- SNR 5dB - #5
Spike,6,78.3511,0,PM6- SNR 5dB - #9
Ripple+Fast-Ripple,0,78.3555,0,A'1- SNR 10dB - #22
Spike+Ripple+Fast-Ripple,4,78.3564,0,CR5- SNR 0dB - #15
Spike+Ripple+Fast-Ripple,8,78.3599,0,PM6- SNR 10dB - #12
Spike,4,78.3667,0,CR5- SNR 0dB - #27
Spike+Ripple,7,78.3706,0,GPH'2- SNR 5dB - #7
Spike,1,78.3711,0,CR5- SNR 15dB - #3
Spike+Fast-Ripple,11,78.3809,0,PM10- SNR 0dB - #28
Spike,7,78.3823,0,GPH'2- SNR 0dB - #19
Spike+Fast-Ripple,9,78.3872,0,I6- SNR 0dB - #8
Spike+Fast-Ripple,10,78.3901,0,I6- SNR 15dB - #20
Ripple+Fast-Ripple,0,78.395,0,GPH'2- SNR 15dB - #16
Fast-Ripple,0,78.396,0,PM6- SNR 15dB - #4
Ripple+Fast-Ripple,0,78.3999,0,CR5- SNR 0dB - #3
Ripple,0,78.4019,0,B'1- SNR 15dB - #18
Spike+Ripple,6,78.4033,0,PM6- SNR 10dB - #15
Fast-Ripple,0,78.4043,0,PM6- SNR 15dB - #10
Fast-Ripple,0,78.4048,0,PM6- SNR 15dB - #18
Spike+Ripple,8,78.4063,0,I6- SNR 5dB - #13
Fast-Ripple,0,78.4106,0,OT'8- SNR 0dB - #4
Spike,12,78.4131,0,B'1- SNR 15dB - #4
Ripple,0,78.418,0,I6- SNR 5dB - #24
Spike+Fast-Ripple,5,78.4253,0,PM10- SNR 15dB - #6
Spike+Ripple+Fast-Ripple,4,78.4395,0,GPH'2- SNR 5dB - #3
Ripple,0,78.4399,0,PM10- SNR 15dB - #16
Spike+Fast-Ripple,3,78.4434,0,GPH'2- SNR 0dB - #25
Spike+Ripple+Fast-Ripple,13,78.4473,0,B'1- SNR 0dB - #30
Spike+Ripple+Fast-Ripple,11,78.4473,0,A'1- SNR 15dB - #8
Spike+Fast-Ripple,14,78.4487,0,PM6- SNR 5dB - #29
Spike+Ripple,10,78.4497,0,PM6- SNR 0dB - #10
Spike+Fast-Ripple,6,78.4512,0,I6- SNR 10dB - #4
Ripple,0,78.4556,0,PM6- SNR 15dB - #16
Fast-Ripple,0,78.4624,0,GPH'2- SNR 5dB - #25
Spike+Ripple,7,78.4658,0,CR5- SNR 0dB - #7
Spike+Ripple+Fast-Ripple,5,78.4688,0,CR5- SNR 0dB - #17
Ripple,0,78.4697,0,I6- SNR 0dB - #16
Fast-Ripple,0,78.4712,0,OT'8- SNR 5dB - #23
Spike+Ripple+Fast-Ripple,3,78.4741,0,I6- SNR 10dB - #5
Ripple+Fast-Ripple,0,78.4771,0,OT'8- SNR 10dB - #27
Spike+Fast-Ripple,6,78.4937,0,I6- SNR 0dB - #25
Fast-Ripple,0,78.5044,0,PM10- SNR 10dB - #21
Ripple+Fast-Ripple,0,78.5073,0,OT'8- SNR 10dB - #14
Spike,8,78.5088,0,GPH'2- SNR 0dB - #26
Ripple,0,78.521,0,PM10- SNR 0dB - #25
Spike,15,78.5234,0,B'1- SNR 5dB - #6
Ripple,0,78.5303,0,I6- SNR 15dB - #5
Spike+Fast-Ripple,10,78.5308,0,B'1- SNR 5dB - #9
Spike+Ripple+Fast-Ripple,13,78.5337,0,CR5- SNR 0dB - #18
Spike,12,78.5425,0,I6- SNR 5dB - #22
Spike+Ripple,7,78.5557,0,A'1- SNR 0dB - #12
Spike+Fast-Ripple,5,78.5562,0,I6- SNR 15dB - #12
Spike,3,78.5571,0,I6- SNR 15dB - #9
Ripple,0,78.5581,0,PM6- SNR 0dB - #15
Spike+Ripple+Fast-Ripple,6,78.561,0,OT'8- SNR 5dB - #28
Fast-Ripple,0,78.5645,0,I6- SNR 5dB - #18
Ripple,0,78.5654,0,I6- SNR 0dB - #22
Spike+Ripple,4,78.5737,0,PM6- SNR 10dB - #7
Spike+Ripple,4,78.5747,0,I6- SNR 5dB - #30
Ripple,0,78.5752,0,A'1- SNR 5dB - #27
Ripple+Fast-Ripple,0,78.5771,0,CR5- SNR 5dB - #16
Spike+Ripple,12,78.5796,0,I6- SNR 0dB - #4
Ripple+Fast-Ripple,0,78.5854,0,PM10- SNR 0dB - #17
Spike+Ripple,11,78.5864,0,A'1- SNR 5dB - #18
Spike+Ripple+Fast-Ripple,6,78.5918,0,B'1- SNR 5dB - #24
Ripple+Fast-Ripple,0,78.5923,0,I6- SNR 10dB - #7
Ripple,0,78.5952,0,A'1- SNR 0dB - #21
Spike+Ripple+Fast-Ripple,9,78.5972,0,A'1- SNR 0dB - #2
Spike,14,78.603,0,B'1- SNR 15dB - #7
Spike+Ripple+Fast-Ripple,9,78.603,0,GPH'2- SNR 15dB - #22
Spike+Ripple+Fast-Ripple,9,78.6055,0,I6- SNR 0dB - #6
Ripple,0,78.6064,0,OT'8- SNR 10dB - #10
Spike+Ripple,1,78.6084,0,A'1- SNR 10dB - #26
Spike+Ripple+Fast-Ripple,4,78.6099,0,PM6- SNR 10dB - #6
Spike+Ripple+Fast-Ripple,8,78.6177,0,A'1- SNR 5dB - #3
Spike+Ripple+Fast-Ripple,9,78.6196,0,OT'8- SNR 5dB - #19
Fast-Ripple,0,78.6221,0,PM10- SNR 5dB - #8
Spike,13,78.624,0,PM10- SNR 5dB - #12
Fast-Ripple,0,78.6245,0,OT'8- SNR 0dB - #25
Ripple,0,78.627,0,I6- SNR 0dB - #3
Ripple,0,78.6294,0,PM6- SNR 0dB - #23
Spike+Fast-Ripple,1,78.6309,0,A'1- SNR 5dB - #1
Spike+Ripple+Fast-Ripple,12,78.6318,0,CR5- SNR 5dB - #4
Spike+Fast-Ripple,2,78.6392,0,I6- SNR 5dB - #7
Ripple,0,78.6421,0,B'1- SNR 0dB - #16
Spike,13,78.6426,0,B'1- SNR 10dB - #20
Spike+Ripple+Fast-Ripple,1,78.6426,0,GPH'2- SNR 0dB - #5
Spike+Ripple+Fast-Ripple,4,78.6484,0,PM10- SNR 15dB - #12
Spike+Ripple+Fast-Ripple,2,78.6509,0,CR5- SNR 10dB - #4
Spike+Ripple,1,78.6509,0,PM6- SNR 15dB - #29
Ripple+Fast-Ripple,0,78.6523,0,CR5- SNR 0dB - #30
Spike,11,78.6533,0,B'1- SNR 15dB - #26
Fast-Ripple,0,78.6587,0,GPH'2- SNR 15dB - #11
Spike,0,78.6631,0,PM6- SNR 15dB - #25
Ripple,0,78.6631,0,CR5- SNR 15dB - #20
Ripple,0,78.666,0,GPH'2- SNR 0dB - #23
Spike+Ripple+Fast-Ripple,12,78.6743,0,OT'8- SNR 0dB - #18
Ripple+Fast-Ripple,0,78.6753,0,I6- SNR 10dB - #9
Spike+Ripple+Fast-Ripple,11,78.6753,0,PM10- SNR 5dB - #23
Ripple+Fast-Ripple,0,78.6758,0,PM10- SNR 5dB - #25
Ripple+Fast-Ripple,0,78.6768,0,B'1- SNR 15dB - #28
Spike+Ripple+Fast-Ripple,1,78.6772,0,CR5- SNR 5dB - #8
Ripple+Fast-Ripple,0,78.6782,0,B'1- SNR 15dB - #29
Ripple,0,78.6885,0,PM6- SNR 5dB - #8
Ripple,0,78.6899,0,CR5- SNR 15dB - #22
Spike,4,78.6924,0,PM6- SNR 10dB - #17
Ripple,0,78.6948,0,OT'8- SNR 0dB - #5
Spike+Ripple,9,78.6973,0,I6- SNR 10dB - #24
Spike+Ripple+Fast-Ripple,4,78.6973,0,B'1- SNR 5dB - #29
Spike+Ripple+Fast-Ripple,14,78.7036,0,A'1- SNR 10dB - #9
Ripple,0,78.7046,0,A'1- SNR 10dB - #29
Spike,9,78.7095,0,B'1- SNR 10dB - #22
Spike+Ripple+Fast-Ripple,10,78.7114,0,I6- SNR 5dB - #21
Spike+Ripple,9,78.7134,0,CR5- SNR 15dB - #15
Ripple,0,78.7134,0,A'1- SNR 10dB - #6
Ripple+Fast-Ripple,0,78.7139,0,PM10- SNR 15dB - #15
Spike+Ripple+Fast-Ripple,13,78.7241,0,CR5- SNR 10dB - #27
Ripple,0,78.7261,0,I6- SNR 5dB - #10
Fast-Ripple,0,78.729,0,GPH'2- SNR 0dB - #20
Spike+Ripple,15,78.7295,0,OT'8- SNR 5dB - #14
Ripple,0,78.7339,0,A'1- SNR 15dB - #28
Spike,6,78.7378,0,CR5- SNR 5dB - #2
Spike,14,78.7432,0,CR5- SNR 5dB - #17
Spike,9,78.7495,0,A'1- SNR 10dB - #7
Spike+Ripple+Fast-Ripple,5,78.75,0,OT'8- SNR 15dB - #8
Spike+Ripple,9,78.751,0,B'1- SNR 10dB - #18
Spike+Fast-Ripple,3,78.7539,0,PM10- SNR 15dB - #7
Spike+Fast-Ripple,13,78.7588,0,B'1- SNR 5dB - #28
Ripple,0,78.7681,0,A'1- SNR 0dB - #7
Ripple+Fast-Ripple,0,78.772,0,A'1- SNR 10dB - #16
Ripple,0,78.7764,0,I6- SNR 5dB - #25
Spike,13,78.7764,0,I6- SNR 15dB - #17
Spike+Ripple,11,78.7778,0,CR5- SNR 15dB - #17
Ripple+Fast-Ripple,0,78.7783,0,A'1- SNR 0dB - #26
Spike,3,78.7827,0,PM10- SNR 10dB - #2
Spike+Ripple+Fast-Ripple,8,78.7871,0,PM10- SNR 15dB - #4
Spike+Ripple+Fast-Ripple,14,78.79,0,A'1- SNR 15dB - #7
Ripple+Fast-Ripple,0,78.7915,0,PM10- SNR 0dB - #7
Spike,5,78.7949,0,PM10- SNR 10dB - #1
Spike+Fast-Ripple,13,78.7964,0,PM10- SNR 10dB - #22
Ripple+Fast-Ripple,0,78.7983,0,PM10- SNR 10dB - #15
Ripple+Fast-Ripple,0,78.7993,0,GPH'2- SNR 10dB - #18
Ripple+Fast-Ripple,0,78.7998,0,PM6- SNR 5dB - #4
Spike,11,78.8037,0,CR5- SNR 5dB - #6
Fast-Ripple,0,78.8057,0,B'1- SNR 5dB - #17
Spike,4,78.8101,0,PM10- SNR 10dB - #27
Ripple,0,78.8105,0,B'1- SNR 15dB - #27
Ripple+Fast-Ripple,0,78.8125,0,I6- SNR 0dB - #18
Spike+Ripple+Fast-Ripple,1,78.8135,0,CR5- SNR 0dB - #29
Spike+Ripple+Fast-Ripple,4,78.8169,0,A'1- SNR 10dB - #28
Spike,3,78.8184,0,PM10- SNR 10dB - #12
Spike+Ripple+Fast-Ripple,9,78.8223,0,B'1- SNR 5dB - #23
Ripple+Fast-Ripple,0,78.8247,0,PM6- SNR 15dB - #9
Ripple,0,78.8257,0,GPH'2- SNR 15dB - #27
Spike,14,78.834,0,PM10- SNR 10dB - #20
Spike+Ripple+Fast-Ripple,11,78.8354,0,GPH'2- SNR 0dB - #16
Ripple,0,78.8403,0,CR5- SNR 10dB - #10
Spike,11,78.8423,0,PM10- SNR 5dB - #19
Spike+Fast-Ripple,7,78.8491,0,PM10- SNR 10dB - #10
Ripple+Fast-Ripple,0,78.8516,0,B'1- SNR 0dB - #17
Spike,7,78.855,0,PM6- SNR 5dB - #15
Fast-Ripple,0,78.8608,0,CR5- SNR 0dB - #8
Spike+Ripple+Fast-Ripple,1,78.8643,0,B'1- SNR 0dB - #5
Spike+Fast-Ripple,10,78.8643,0,PM10- SNR 5dB - #29
Ripple,0,78.8652,0,PM6- SNR 0dB - #4
Spike+Fast-Ripple,11,78.8657,0,A'1- SNR 15dB - #9
Ripple+Fast-Ripple,0,78.8677,0,I6- SNR 15dB - #28
Spike+Ripple+Fast-Ripple,12,78.8696,0,PM10- SNR 5dB - #5
Ripple,0,78.8711,0,OT'8- SNR 5dB - #8
Spike+Ripple+Fast-Ripple,7,78.8809,0,I6- SNR 10dB - #27
Spike+Ripple,5,78.8813,0,B'1- SNR 15dB - #14
Spike,7,78.8838,0,B'1- SNR 0dB - #29
Spike+Ripple,8,78.8843,0,PM6- SNR 5dB - #27
Fast-Ripple,0,78.8848,0,GPH'2- SNR 10dB - #15
Spike+Fast-Ripple,11,78.8848,0,I6- SNR 10dB - #25
Spike+Ripple,11,78.8882,0,CR5- SNR 15dB - #30
Spike+Fast-Ripple,14,78.8892,0,PM6- SNR 10dB - #5
Fast-Ripple,0,78.8901,0,PM6- SNR 10dB - #21
Ripple+Fast-Ripple,0,78.8955,0,OT'8- SNR 0dB - #28
Spike+Fast-Ripple,9,78.8984,0,PM10- SNR 5dB - #3
Ripple,0,78.9014,0,B'1- SNR 10dB - #8
Ripple,0,78.9019,0,A'1- SNR 0dB - #10
Spike+Ripple,7,78.9023,0,CR5- SNR 15dB - #18
Spike+Ripple,14,78.9092,0,CR5- SNR 15dB - #8
Spike,2,78.917,0,B'1- SNR 10dB - #2
Spike,4,78.9185,0,OT'8- SNR 0dB - #17
Spike+Ripple+Fast-Ripple,4,78.9199,0,A'1- SNR 5dB - #10
Spike+Ripple,11,78.9224,0,CR5- SNR 0dB - #21
Spike,9,78.9272,0,OT'8- SNR 10dB - #5
Ripple+Fast-Ripple,0,78.9297,0,A'1- SNR 5dB - #2
Spike,11,78.936,0,A'1- SNR 10dB - #10
Ripple+Fast-Ripple,0,78.937,0,OT'8- SNR 15dB - #4
Spike,14,78.938,0,CR5- SNR 5dB - #13
Spike+Ripple,13,78.9419,0,CR5- SNR 15dB - #7
Spike+Fast-Ripple,5,78.9429,0,PM6- SNR 10dB - #26
Spike+Ripple+Fast-Ripple,6,78.9434,0,A'1- SNR 0dB - #8
Ripple,0,78.9473,0,GPH'2- SNR 5dB - #18
Spike+Ripple,4,78.9502,0,A'1- SNR 15dB - #15
Spike,10,78.9512,0,I6- SNR 15dB - #6
Spike+Ripple,11,78.9517,0,PM6- SNR 10dB - #9
Spike+Ripple+Fast-Ripple,13,78.9556,0,I6- SNR 0dB - #14
Spike,5,78.9609,0,PM6- SNR 0dB - #14
Spike+Fast-Ripple,11,78.9644,0,A'1- SNR 0dB - #19
Fast-Ripple,0,78.9648,0,PM6- SNR 0dB - #12
Ripple,0,78.9663,0,B'1- SNR 0dB - #18
Spike+Fast-Ripple,9,78.9673,0,A'1- SNR 15dB - #14
Ripple+Fast-Ripple,0,78.9688,0,CR5- SNR 0dB - #6
Spike,14,78.9746,0,PM6- SNR 5dB - #5
Spike,6,78.9771,0,GPH'2- SNR 0dB - #21
Ripple+Fast-Ripple,0,78.9795,0,GPH'2- SNR 5dB - #28
Ripple+Fast-Ripple,0,78.98,0,PM10- SNR 10dB - #13
Spike,7,78.981,0,OT'8- SNR 15dB - #15
Spike,3,78.9854,0,OT'8- SNR 15dB - #17
Fast-Ripple,0,78.9858,0,PM10- SNR 0dB - #6
Fast-Ripple,0,78.9888,0,OT'8- SNR 5dB - #1
Ripple,0,78.9902,0,PM10- SNR 0dB - #5
Spike+Fast-Ripple,8,78.9902,0,PM10- SNR 10dB - #24
Spike+Ripple,9,78.9966,0,GPH'2- SNR 15dB - #23
Spike+Ripple+Fast-Ripple,6,78.9995,0,CR5- SNR 0dB - #12
Ripple+Fast-Ripple,0,79.002,0,OT'8- SNR 15dB - #12
Ripple,0,79.0049,0,CR5- SNR 0dB - #10
Fast-Ripple,0,79.0083,0,GPH'2- SNR 15dB - #24
Ripple+Fast-Ripple,0,79.0107,0,GPH'2- SNR 5dB - #21
Spike,2,79.0166,0,PM10- SNR 0dB - #19
Ripple,0,79.0171,0,CR5- SNR 5dB - #26
Spike+Ripple,7,79.021,0,PM10- SNR 15dB - #30
Spike+Ripple+Fast-Ripple,14,79.021,0,PM6- SNR 5dB - #16
Spike,10,79.0225,0,A'1- SNR 5dB - #15
Fast-Ripple,0,79.0332,0,CR5- SNR 15dB - #4
Spike+Fast-Ripple,8,79.0356,0,CR5- SNR 5dB - #28
Ripple,0,79.0396,0,CR5- SNR 10dB - #14
Fast-Ripple,0,79.041,0,OT'8- SNR 10dB - #18
Ripple,0,79.0439,0,CR5- SNR 5dB - #29
Ripple,0,79.0479,0,OT'8- SNR 10dB - #20
Spike+Ripple,12,79.0537,0,CR5- SNR 5dB - #22
Ripple,0,79.0591,0,GPH'2- SNR 0dB - #3
Spike+Ripple,9,79.0625,0,PM10- SNR 0dB - #22
Spike+Fast-Ripple,10,79.0649,0,GPH'2- SNR 10dB - #24
Spike+Fast-Ripple,13,79.0674,0,CR5- SNR 10dB - #20
Fast-Ripple,0,79.0684,0,B'1- SNR 0dB - #6
Fast-Ripple,0,79.0693,0,PM10- SNR 5dB - #10
Fast-Ripple,0,79.0708,0,PM6- SNR 10dB - #4
Spike+Ripple+Fast-Ripple,13,79.0713,0,A'1- SNR 5dB - #19
Spike+Ripple+Fast-Ripple,1,79.0898,0,A'1- SNR 5dB - #7
Spike+Ripple+Fast-Ripple,14,79.0928,0,PM6- SNR 5dB - #25
Fast-Ripple,0,79.0933,0,CR5- SNR 0dB - #20
Spike,11,79.0972,0,CR5- SNR 10dB - #24
Ripple+Fast-Ripple,0,79.0996,0,B'1- SNR 5dB - #2
Ripple,0,79.1001,0,PM6- SNR 10dB - #24
Fast-Ripple,0,79.1025,0,PM10- SNR 15dB - #20
Ripple+Fast-Ripple,0,79.1108,0,OT'8- SNR 10dB - #3
Spike+Fast-Ripple,0,79.1123,0,OT'8- SNR 10dB - #17
Ripple+Fast-Ripple,0,79.1133,0,PM10- SNR 15dB - #9
Spike+Ripple+Fast-Ripple,9,79.1157,0,CR5- SNR 5dB - #5
Spike+Ripple,15,79.1167,0,OT'8- SNR 10dB - #7
Fast-Ripple,0,79.1191,0,PM10- SNR 5dB - #1
Fast-Ripple,0,79.1196,0,A'1- SNR 5dB - #21
Ripple,0,79.1196,0,A'1- SNR 15dB - #19
Fast-Ripple,0,79.1299,0,OT'8- SNR 15dB - #23
Spike+Fast-Ripple,13,79.1309,0,I6- SNR 15dB - #18
Fast-Ripple,0,79.1323,0,A'1- SNR 15dB - #24
Ripple+Fast-Ripple,0,79.1353,0,PM6- SNR 0dB - #11
Ripple,0,79.1362,0,PM10- SNR 10dB - #19
Ripple+Fast-Ripple,0,79.1514,0,PM6- SNR 10dB - #30
Ripple+Fast-Ripple,0,79.1519,0,GPH'2- SNR 10dB - #29
Spike,5,79.1528,0,B'1- SNR 10dB - #21
Fast-Ripple,0,79.1553,0,B'1- SNR 10dB - #14
Ripple,0,79.1563,0,CR5- SNR 15dB - #27
Spike+Ripple+Fast-Ripple,15,79.1567,0,PM6- SNR 10dB - #25
Spike+Ripple+Fast-Ripple,13,79.1572,0,OT'8- SNR 0dB - #21
Spike+Ripple,3,79.1597,0,I6- SNR 0dB - #10
Spike+Fast-Ripple,7,79.1602,0,B'1- SNR 0dB - #19
Spike,0,79.1616,0,A'1- SNR 15dB - #26
Spike+Ripple+Fast-Ripple,11,79.1631,0,OT'8- SNR 0dB - #26
Ripple,0,79.1646,0,GPH'2- SNR 5dB - #6
Ripple+Fast-Ripple,0,79.1724,0,CR5- SNR 15dB - #13
Spike+Fast-Ripple,11,79.1753,0,I6- SNR 10dB - #8
Spike,1,79.1792,0,I6- SNR 15dB - #30
Ripple,0,79.1816,0,PM6- SNR 0dB - #25
Ripple+Fast-Ripple,0,79.1841,0,PM6- SNR 10dB - #19
Ripple,0,79.1865,0,A'1- SNR 5dB - #16
Spike+Ripple,2,79.1885,0,I6- SNR 15dB - #13
Fast-Ripple,0,79.1914,0,I6- SNR 10dB - #19
Spike,13,79.1963,0,A'1- SNR 5dB - #4
Spike+Ripple,3,79.1997,0,OT'8- SNR 10dB - #19
Ripple+Fast-Ripple,0,79.2026,0,I6- SNR 0dB - #1
Spike+Ripple,10,79.2036,0,PM10- SNR 15dB - #3
Spike+Ripple,1,79.2061,0,B'1- SNR 5dB - #19
Spike,12,79.21,0,A'1- SNR 5dB - #25
Spike+Fast-Ripple,14,79.2104,0,I6- SNR 0dB - #27
Fast-Ripple,0,79.2109,0,CR5- SNR 15dB - #1
Ripple,0,79.2139,0,B'1- SNR 0dB - #1
Spike+Ripple+Fast-Ripple,7,79.2168,0,PM6- SNR 15dB - #1
Ripple+Fast-Ripple,0,79.2178,0,PM6- SNR 5dB - #10
Spike+Ripple,12,79.2197,0,OT'8- SNR 10dB - #24
Spike+Fast-Ripple,14,79.2339,0,B'1- SNR 5dB - #5
Spike+Ripple,15,79.2354,0,CR5- SNR 10dB - #13
Spike,0,79.2373,0,CR5- SNR 10dB - #22
Spike+Fast-Ripple,7,79.2378,0,OT'8- SNR 0dB - #9
Ripple+Fast-Ripple,0,79.2383,0,B'1- SNR 5dB - #16
Spike+Ripple,6,79.2471,0,I6- SNR 15dB - #22
Spike,2,79.2476,0,OT'8- SNR 15dB - #20
Ripple+Fast-Ripple,0,79.2539,0,A'1- SNR 0dB - #6
Spike+Ripple,2,79.2568,0,A'1- SNR 0dB - #4
Fast-Ripple,0,79.2583,0,PM6- SNR 5dB - #19
Spike,7,79.2632,0,PM6- SNR 5dB - #24
Spike,13,79.2646,0,A'1- SNR 0dB - #24
Ripple,0,79.2651,0,A'1- SNR 0dB - #23
Spike,2,79.272,0,PM6- SNR 15dB - #7
Spike+Ripple+Fast-Ripple,11,79.2783,0,CR5- SNR 5dB - #11
Spike+Ripple+Fast-Ripple,1,79.2803,0,CR5- SNR 15dB - #2
Spike+Ripple+Fast-Ripple,1,79.2808,0,OT'8- SNR 15dB - #9
